num,categories
201115684,laboratory :: 30; medical laboratories :: 24.76; medical and diagnostic laboratory :: 23.81; clinic :: 8.57; diagnostics :: 6.67; outpatient care center :: 4.29; health care :: 4.29; outpatient :: 4.29; physician :: 2.38; drug :: 2.38; patient :: 2.38; clinical :: 2.38; risk assessment :: 1.9; diagnostic testing :: 1.9; diagnostic :: 1.9; manufacturing :: 1.43; patient care :: 1.43; social assistance :: 1.43; network :: 1.43; hospital :: 1.43; life insurance :: 1.43; healthcare information technology :: 1.43; infectious disease :: 0.95; clinical trial :: 0.95; medical practice :: 0.95; information service :: 0.95; anatomic pathology :: 0.95; health service :: 0.95; medical equipment :: 0.95; health :: 0.95; blood :: 0.95; doctor :: 0.95; vaccine :: 0.95; diagnostic product :: 0.95; pharmaceutical :: 0.95; motor vehicle :: 0.48; patient portal :: 0.48; medicine manufacturing :: 0.48; wellness service :: 0.48; genetics :: 0.48; diagnostic laboratory :: 0.48; cholesterol :: 0.48; wellness :: 0.48; serology :: 0.48; health plan :: 0.48; hiv :: 0.48; delivery :: 0.48; enterprise content management :: 0.48; cancer :: 0.48; laboratory testing services :: 0.48
13143122,hotels :: 30; travel :: 10.71; sale :: 6.43; restaurant :: 4.29; hotel reservation :: 4.29; luxury :: 4.29; book :: 4.29; motel :: 4.29; resort :: 4.29; concierge :: 2.14; vacation resort :: 2.14; business travel :: 2.14; food and beverages :: 2.14; hotel room :: 2.14; international travel :: 2.14; airport :: 2.14; catering services :: 2.14; investor relation :: 2.14; fitness center :: 2.14; casino hotels :: 2.14; sport :: 2.14; hotels & resort :: 2.14; banquet :: 2.14; conference facilities :: 2.14; travel deal :: 2.14; fitness :: 2.14; swimming pool :: 2.14; hospitality :: 2.14; leisure :: 2.14
62596364,child care :: 30; early education :: 8.86; preschool :: 6.14; child day care services :: 4.09; education :: 3.41; college :: 3.41; reimbursement :: 3.41; elder care :: 3.41; employee benefit :: 2.05; child :: 1.36; retail :: 1.36; consumer service :: 1.36; consultancy :: 0.68; counseling :: 0.68; academy :: 0.68; health :: 0.68; in-home care :: 0.68; technology :: 0.68; trade :: 0.68; schools :: 0.68; program administration :: 0.68; education service :: 0.68; research :: 0.68; family service :: 0.68; art :: 0.68
12533601,senior living :: 30; assisted living :: 11.19; memory care :: 7.63; senior care :: 7.63; independent living :: 5.08; gardening :: 2.54; health care :: 2.03; personal care :: 2.03; home care :: 2.03; health service :: 1.53; social assistance :: 1.53; tour :: 1.02; alzheimer :: 1.02; stays :: 1.02; service plan :: 1.02; retirement :: 0.51; nursing :: 0.51; senior citizens :: 0.51; senior housing :: 0.51; breweries :: 0.51; bond :: 0.51; retirement living :: 0.51; amenity :: 0.51; parties :: 0.51; dementia :: 0.51; neighborhood :: 0.51; wineries :: 0.51; wine :: 0.51; zumba :: 0.51; cheese :: 0.51; hobby :: 0.51; construction :: 0.51; respite care :: 0.51; medication management :: 0.51
201158348,inpatient rehabilitation :: 30; hospital :: 25.16; home health and hospice :: 24.19; health care :: 14.52; hospice :: 11.61; health :: 11.61; healthcare service :: 7.74; network :: 7.74; outpatient :: 6.77; home health :: 5.81; home health agencies :: 5.81; health service :: 4.84; social assistance :: 4.84; rehabilitation :: 3.87; equipment :: 3.87; technology :: 2.9; medical equipment and supplies manufacturing :: 1.94; surgery center :: 1.94; patient care :: 1.94; stroke :: 1.94; physician :: 1.94; outpatient rehabilitation :: 0.97; therapeutic :: 0.97; brain injury :: 0.97; medical and diagnostic laboratory :: 0.97; healthcare facility :: 0.97; health care service :: 0.97; skilled home health :: 0.97; medical laboratories :: 0.97; quality management :: 0.97; laboratory :: 0.97; medicare :: 0.97; rehab :: 0.97
201151790,rcs :: 30; waste :: 28.5; waste disposal :: 24; health care :: 21; pharmaceutical :: 12; clinical service :: 12; consultancy :: 10.5; patient :: 10.5; retail :: 10.5; compliance service :: 9; returns management :: 9; regulatory compliance :: 9; waste management service :: 9; inventory :: 7.5; hazardous waste management :: 7.5; sustainability :: 7.5; hospital :: 6; dental :: 6; audit :: 6; online scheduling :: 6; clinic :: 6; safety product :: 4.5; hazardous waste :: 4.5; laboratory :: 4.5; office productivity :: 4.5; forest :: 4.5; long-term care :: 4.5; management service :: 4.5; physician practice :: 4.5; waste management :: 3; scientific :: 1.5; medical service :: 1.5; geographical :: 1.5; financial service :: 1.5; recycling service :: 1.5; social assistance :: 1.5; outpatient :: 1.5; safety :: 1.5; physician :: 1.5; manufacturing :: 1.5
12206128,fitness :: 30; sport :: 22.86; physical fitness facilities :: 7.86; scientific :: 7.14; business associations :: 7.14; club :: 6.43; trade :: 5; retail :: 5; recreation :: 3.57; retail sale :: 2.86; gambling :: 2.14; personal training :: 1.43; personal care service :: 1.43; hotels :: 1.43; fitness center :: 1.43; health :: 1.43; restaurant :: 1.43; leisure :: 1.43; group exercise :: 0.71; games :: 0.71; equipment :: 0.71; health and personal care store :: 0.71
13203219,health service :: 30; health care :: 24; social assistance :: 23.65; hospital :: 16.59; equipment :: 9.88; clinic :: 9.88; mental health :: 5.29; osteopathic physicians :: 5.29; physician :: 5.29; supplies merchant wholesaling :: 4.94; dental :: 4.94; outpatient care center :: 3.53; outpatient :: 3.53; health :: 1.41; nursing care :: 1.06; skilled nursing facilities :: 1.06; intermediate care facilities :: 1.06; university :: 0.71; home health care service :: 0.71; general medical and surgical hospital :: 0.71; vocational rehabilitation services :: 0.71; job training :: 0.71; health practitioners :: 0.71; pharmacies :: 0.71; sport :: 0.35; rehab :: 0.35; speech therapy :: 0.35; emergency :: 0.35; ambulatory :: 0.35; drug :: 0.35; fitness :: 0.35; swimming pool :: 0.35; surgical :: 0.35; hospice :: 0.35; medical doctors :: 0.35; medical center :: 0.35; health system :: 0.35; drug stores :: 0.35; primary care :: 0.35; acute care hospitals :: 0.35; education :: 0.35
201148497,store :: 30; electronics :: 12.59; automobile dealer :: 11.85; toy :: 2.96; hobby :: 2.78; video game :: 1.67; retail dealer :: 1.11; software :: 0.93; hardware :: 0.74; general merchandise store :: 0.74; consumer electronics :: 0.74; retail :: 0.56; computer :: 0.56; trade :: 0.56; software stores :: 0.56; wireless :: 0.56; accessory :: 0.56; tablets :: 0.56; digital video :: 0.37; network :: 0.37; reseller :: 0.37; android :: 0.37; magazine :: 0.37; cards :: 0.37; games :: 0.37; smartphones :: 0.37; headset :: 0.19; used merchandise store :: 0.19; specialty retail :: 0.19; retail store :: 0.19; magazines :: 0.19; headphone :: 0.19; personal computer :: 0.19; digital product :: 0.19; simulation :: 0.19; ipads :: 0.19; entertainment :: 0.19; sport :: 0.19; mail order :: 0.19; strategic partnership :: 0.19; ios :: 0.19; wireless service :: 0.19; controller :: 0.19; distribution :: 0.19; marketplace :: 0.19; retailer :: 0.19
62596760,aircraft :: 30; aviation :: 28; airline :: 26; flight :: 24; airport :: 18; equipment :: 16; electronics :: 16; government :: 16; transportation :: 12; aerospace product and parts manufacturing :: 12; management service :: 8; aftermarket :: 8; avionics :: 8; aviation service :: 8; military :: 8; leasing :: 6; technology :: 6; aerospace and defense :: 6; simulation :: 6; integrated system :: 6; network solution :: 6; aerospace :: 6; network :: 4; satcom :: 4; safety :: 4; manufacturing :: 4; wireless service :: 4; wi-fi :: 4; engineering :: 4; cellular :: 4; repair :: 4; service provider :: 4; original equipment manufacturer :: 4; equipment repair :: 4; department of defense :: 4; distribution :: 4; situational awareness :: 4; security :: 4; design :: 4; surveillance :: 4; art :: 4; field service :: 4; contractors :: 4; trade :: 4; accessory :: 4; inmarsat :: 2; data communication :: 2; laboratory :: 2; inventory :: 2; recorders :: 2
12910647,store :: 30; fishing :: 28.75; pro shops :: 22.5; boat :: 21.25; hunting :: 16.25; hiking :: 11.25; retail :: 10; camping :: 10; fish :: 10; wildlife :: 10; outdoor cooking :: 7.5; gift :: 7.5; clothing :: 7.5; entertainment :: 6.25; marine :: 6.25; rock :: 6.25; feeder :: 6.25; manufacturing :: 6.25; education :: 6.25; conservation :: 6.25; equipment :: 5; tackle :: 5; furniture :: 5; aquarium :: 5; heritage :: 5; exterior :: 5; museum :: 5; dishes :: 5; backpacking :: 5; morris :: 5; water feature :: 5; sport :: 3.75; footwear :: 3.75; outdoor gear :: 3.75; apparel :: 3.75; home decor :: 2.5; electronics :: 2.5; active wear :: 2.5; shooting :: 2.5; bowling :: 2.5; retail store :: 2.5; water :: 2.5; underwater :: 2.5; boating :: 2.5; archery :: 2.5; trailer :: 2.5; fly fishing :: 2.5; outdoor activities :: 2.5; filling :: 2.5; trade :: 2.5
8350525,hotels :: 30; restaurant :: 8.92; resort :: 8.11; luxury :: 6.49; motel :: 3.24; leisure :: 2.43; loyalty program :: 2.43; personalized service :: 1.62; casino hotels :: 1.62; omaha :: 1.62; wi-fi :: 1.62; sales :: 1.62; spa :: 1.62; book :: 1.62; hotels & resort :: 1.62; table :: 0.81; toy :: 0.81; delivery :: 0.81; art :: 0.81; vacation package :: 0.81; milk :: 0.81; physical fitness facilities :: 0.81; luxury hotel :: 0.81; dinner :: 0.81; tennis :: 0.81; diamond :: 0.81; books :: 0.81; skis :: 0.81; accommodation :: 0.81; employment opportunity :: 0.81; travel :: 0.81; sport :: 0.81; gift :: 0.81; wine :: 0.81; amenity :: 0.81; beaches :: 0.81; golf :: 0.81; bedding :: 0.81; fitness :: 0.81; swimming pool :: 0.81; beverage :: 0.81; wellness :: 0.81; games :: 0.81; chairs :: 0.81; golf courses :: 0.81; cooking :: 0.81; showcases :: 0.81; bean :: 0.81
60838784,home health care service :: 30; laboratory :: 9.09; medical laboratories :: 9.09; medical and diagnostic laboratory :: 9.09; health care :: 6.82; home healthcare :: 4.09; health service :: 3.64; patient :: 2.27; clinical expertise :: 1.36; specialty program :: 1.36; health :: 0.91; nursing :: 0.91; social assistance :: 0.91; therapy service :: 0.91; home health :: 0.91; hospice :: 0.91; home health and hospice :: 0.45; medicare :: 0.45; hospice service :: 0.45; personalized service :: 0.45; assisted living :: 0.45; home health care :: 0.45; bar :: 0.45; personal care :: 0.45; laundry :: 0.45; orthopedic surgery :: 0.45; physician :: 0.45; hospital :: 0.45; joint replacement :: 0.45; orthopedics :: 0.45; nursing home :: 0.45; orthopedic rehabilitation :: 0.45; skilled nursing :: 0.45; bathing :: 0.45; cardiopulmonary :: 0.45
11828369,entertainment :: 30; gardening :: 28.13; parks :: 16.88; theme park :: 16.88; animal :: 9.38; television :: 5.63; media and entertainment :: 1.88; rehabilitation :: 1.88; digital medium :: 1.88; leisure :: 1.88; academy :: 1.88; restaurant :: 1.88; recreation :: 1.88; veterinary :: 1.88; technology :: 1.88; marketing :: 1.88; conservation :: 1.88; hotels :: 1.88; culinary :: 1.88; education :: 1.88; spam :: 1.88; animal welfare :: 1.88; consumer products :: 1.88; search engine advertising :: 1.88; advertising :: 1.88; entertainment services :: 1.88
12233258,neighborhood :: 30; nonprofit :: 20; foreign exchange :: 20; skilled trade :: 10; human resources :: 10; business solution :: 10; human resources consulting :: 10; staffing :: 10; employment agencies :: 10; associations :: 10; social organizations :: 10; religious :: 10; it support :: 10
62621962,boat :: 30; marine :: 17.89; manufacturing :: 8.95; fitness :: 8.42; accessory :: 7.89; fishing :: 6.84; sport :: 6.84; recreation :: 5.26; yachting :: 5.26; table :: 5.26; aluminum :: 4.74; fiberglass :: 4.74; bowling :: 4.74; propellers :: 4.21; motor :: 3.68; fitness equipment :: 3.68; outboard :: 3.16; equipment :: 3.16; cardiovascular :: 2.63; search engine advertising :: 2.63; strength training :: 2.11; designer :: 2.11; control system :: 1.58; stationary :: 1.58; lubricant :: 1.58; electronics :: 1.05; bicycle :: 1.05; apparel :: 1.05; shipbuilding :: 1.05; rehabilitation :: 1.05; games :: 1.05; well-being :: 1.05; consumer market :: 1.05; machinery :: 1.05; diesel :: 1.05; forest :: 1.05; gauges :: 1.05; network :: 1.05; luxury :: 1.05; aging :: 1.05; fuel :: 0.53; racing :: 0.53; dealers :: 0.53; consumer products :: 0.53; entertainment center :: 0.53; professional sport :: 0.53; fuel system :: 0.53; ship building :: 0.53; retail dealer :: 0.53; marine service :: 0.53
12591689,sport :: 30; sporting good :: 15.45; store :: 12.27; sporting goods store :: 5.91; footwear :: 3.18; apparel :: 3.18; golf :: 3.18; exercise equipment :: 2.27; fitness :: 2.27; sports equipment :: 2.27; games :: 2.27; outdoors :: 2.27; fitness equipment :: 2.27; shoes :: 2.27; action sport :: 2.27; retail :: 1.82; fishing :: 1.82; trade :: 1.36; gear :: 0.91; active lifestyle :: 0.91; retailer :: 0.91; athlete :: 0.91; recreation :: 0.91; sporting :: 0.91; equipment :: 0.91; carrier :: 0.91; newspaper :: 0.91; hunting :: 0.45; tennis :: 0.45; repair :: 0.45; dating :: 0.45; assembly :: 0.45; private equity :: 0.45; bike :: 0.45; winding :: 0.45; delivery :: 0.45
11822613,casinos :: 30; hotels :: 18.53; entertainment :: 16.32; games :: 15.44; fine dining :: 14.12; hotels & resort :: 13.68; book :: 13.68; casino :: 7.94; resort :: 2.21; spa :: 1.76; gun :: 1.76; restaurant :: 1.32; table game :: 1.32; gambling :: 1.32; bingo :: 0.88; machines :: 0.88; poker :: 0.88; video poker :: 0.88; bowling :: 0.88; hotel room :: 0.88; movie theaters :: 0.88; amusement :: 0.44; amenity :: 0.44; banquet :: 0.44; concert :: 0.44; event space :: 0.44; motel :: 0.44; casino gaming :: 0.44; rock :: 0.44; brewing :: 0.44; inns :: 0.44; wedding :: 0.44; entertainment venue :: 0.44; leisure :: 0.44; convention :: 0.44; race :: 0.44; buffets :: 0.44; recreation :: 0.44; barley :: 0.44; bowling centers :: 0.44; sport :: 0.44; salon :: 0.44
12305510,scientific :: 30; transportation :: 20; federal government :: 20; computer :: 20; government service :: 10; technology :: 10; it service :: 10; human resources :: 10; branches :: 10; legislative :: 10; vision :: 10; business process management :: 10; general government support :: 10; systems engineering :: 10; military :: 10; civilian :: 10; personal service :: 10; strategic consulting :: 10; data warehouses :: 10; consultancy :: 10; information technology :: 10; management service :: 10
12522042,firearm :: 30; sporting goods store :: 30; recreation :: 29.55; sporting :: 29.55; clothing :: 2.24; boat :: 2.24; academy :: 1.79; accessory :: 1.79; store :: 0.9; shirts :: 0.9; motor :: 0.9; retail dealer :: 0.9; jackets :: 0.9; tank :: 0.9; sport :: 0.9; marine :: 0.9; socks :: 0.45; equipment :: 0.45; wallets :: 0.45; additive :: 0.45; charger :: 0.45; outerwear :: 0.45; boating :: 0.45; coolers :: 0.45; outboard :: 0.45; golf apparel :: 0.45; battery :: 0.45; jeans :: 0.45; trailer :: 0.45; specialty retail :: 0.45; gloves :: 0.45; radios :: 0.45; wells :: 0.45; waterproof :: 0.45; audio :: 0.45; belts :: 0.45; kayak :: 0.45; covers :: 0.45; footwear :: 0.45; retailer :: 0.45; rainwear :: 0.45; fishing :: 0.45; uniforms :: 0.45; pumps :: 0.45; outdoors :: 0.45; fish :: 0.45; lubricant :: 0.45; gift :: 0.45; hats and caps :: 0.45; container :: 0.45
62595702,electricity :: 30; municipality :: 16.36; economic development :: 13.64; power system :: 10.91; retail :: 8.18; local government :: 8.18; energy :: 8.18; wholesaling :: 8.18; transmission :: 8.18; construction :: 8.18; nuclear :: 8.18; environmental :: 8.18; gas :: 5.45; sales :: 5.45; natural resource :: 5.45; government :: 5.45; sanitary :: 5.45; medical and diagnostic laboratory :: 2.73; transmission and distribution :: 2.73; electric power generation :: 2.73; congress :: 2.73; tax :: 2.73; laboratory :: 2.73; bond :: 2.73; electric power :: 2.73; medical laboratories :: 2.73; electric power distribution :: 2.73
11988848,nurse :: 30; home health care :: 16.15; home care :: 10.77; nursing :: 9.23; home health care service :: 9.23; public health :: 4.62; health care :: 4.62; palliative care :: 3.08; health service :: 3.08; hospice :: 3.08; social assistance :: 3.08; health :: 2.31; home health :: 2.31; skilled nursing care :: 2.31; medicare :: 1.54; personal care service :: 1.54; social work :: 1.54; chinese :: 1.54; rehabilitation :: 1.54; charitable :: 1.54; behavioral health :: 1.54; long term care :: 1.54; rehabilitation therapy :: 1.54; home healthcare :: 1.54; medicaid :: 1.54; nursing home :: 1.54; home health aide :: 1.54; aging :: 1.54; health plan :: 1.54; bathing :: 0.77; companionship :: 0.77; grooming :: 0.77; end of life care :: 0.77; managed care :: 0.77; acute care :: 0.77; wound care :: 0.77; pediatrics :: 0.77; advocacy :: 0.77; housekeeping :: 0.77; safety :: 0.77; maternity :: 0.77; personal care :: 0.77; laundry :: 0.77; hiv :: 0.77; cooking :: 0.77; counselling :: 0.77; wigs :: 0.77; escort services :: 0.77; mental health :: 0.77; speech therapy :: 0.77
11909792,outpatient :: 30; mental health :: 15.27; clinic :: 15.27; substance abuse :: 14.91; ambulatory health care services :: 1.44; public health :: 1.26; education :: 1.26; administration of human resource program :: 1.26; manpower :: 1.26; pharmacies :: 0.72; drug :: 0.72; health service :: 0.72; drug stores :: 0.72; social assistance :: 0.54; health care :: 0.54; physician :: 0.36; individual and family services :: 0.36; human resources :: 0.18; outpatient care center :: 0.18; government :: 0.18; political :: 0.18; medical doctors :: 0.18; hospital :: 0.18; health :: 0.18
85505442,outpatient :: 30; clinic :: 18.82; mental health :: 17.65; ambulatory health care services :: 15.29; substance abuse :: 14.71; health service :: 10.59; pharmacies :: 8.24; drug :: 8.24; drug stores :: 8.24; social assistance :: 7.06; health care :: 7.06; specialty hospital :: 6.47; psychiatric :: 6.47; psychiatric and substance abuse hospital :: 6.47; hospital :: 5.88; physician :: 2.94; medical laboratories :: 2.35; equipment :: 2.35; osteopathic physicians :: 1.76; dental :: 1.18; rolling :: 1.18; testing laboratories :: 1.18; medical doctors :: 1.18; salt :: 1.18; podiatrists :: 1.18; supplies merchant wholesaling :: 1.18; ambulatory :: 0.59; outpatient care center :: 0.59; local government :: 0.59; skilled nursing facilities :: 0.59; health :: 0.59; parks :: 0.59; hiking :: 0.59; plan :: 0.59; surgical :: 0.59; nursing care :: 0.59; government :: 0.59; emergency :: 0.59; intermediate care facilities :: 0.59
12512399,health service :: 30; hospital :: 27.14; health care :: 7.14; social assistance :: 5.71; research :: 5.71; health :: 4.29; diagnostic :: 2.86; education :: 2.86; mental health :: 2.86; therapeutic :: 2.86; medical and diagnostic laboratory :: 2.86; physician :: 2.86; general medical and surgical hospital :: 2.86; medical center :: 2.86; medicine :: 2.86; medical laboratories :: 2.86; laboratory :: 2.86; surgery :: 2.86; clinic :: 1.43; patient care :: 1.43; osteopathic physicians :: 1.43; grantmaking foundations :: 1.43; well-being :: 1.43; community benefit :: 1.43; health practitioners :: 1.43; charitable :: 1.43
12404108,government :: 30; education :: 30; clean energy :: 20; health :: 10; job creation :: 10; continuous improvement :: 10; spirit :: 10
